evidence_label,evidence,claim
NOT_ENOUGH_INFO,"The largest and most long term effect of coal use is the release of carbon dioxide, a greenhouse gas that causes climate change and global warming.",The idea that the much smaller carbon dioxide cycle is now controlling the water cycle is not very likely.
NOT_ENOUGH_INFO,"Because of its latitude and its land-locked position, the Mediterranean is especially sensitive to astronomically induced climatic variations, which are well documented in its sedimentary record.",Schmittner finds low climate sensitivity.
NOT_ENOUGH_INFO,The average annual temperature recorded at nearby Lambert–St.,"A World Heritage site, it is currently under assault from unusually hot ocean temperatures,”"
SUPPORTS,found instead that the net change in ice mass is slightly positive at approximately 82 gigatonnes per year (with significant regional variation) which would result in Antarctic activity reducing global sea-level rise by 0.23 mm per year.,"“But there are plenty of studies that have come that show with respect to Antarctica that the total ice sheet, particularly that above land, is increasing, not decreasing."
REFUTES,"More recently, anthropogenic activities have steadily increased the carbon dioxide content of the atmosphere; about 30–40% of the added CO2 is absorbed by the oceans, forming carbonic acid and lowering the pH (now below 8.1) through a process called ocean acidification.","“The oceans, which absorb more than 90% of the extra CO2 pumped into the atmosphere“"
NOT_ENOUGH_INFO,Some of the greatest increases in average temperatures in the U.S. are expected in the region over the coming decades.,"The report confidently claims that when temperatures rise, “the reduction in premature deaths from cold are expected to be smaller than the increase in deaths from heat in the United States."
NOT_ENOUGH_INFO,"An ice age is a long period of reduction in the temperature of the Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers.","The planet's average surface temperature has risen about 1.62 degrees Fahrenheit (0.9 degrees Celsius) since the late 19th century, a change driven largely by increased carbon dioxide and other human-made emissions into the atmosphere."
SUPPORTS,"From 1859 onwards, he showed that the effect was due to a very small proportion of the atmosphere, with the main gases having no effect, and was largely due to water vapour, though small percentages of hydrocarbons and carbon dioxide had a significant effect.","Water vapor helps trap heat, and is a far the strongest of the major greenhouse gases, contributing 36–72 percent of the greenhouse effect."
NOT_ENOUGH_INFO,Temperatures can be 4 °C (7 °F) higher in the city than in the surrounding areas.,"temperatures were 6-10C above normal over most of France, Germany and northern Spain during the final days of the month, according to C3S."
REFUTES,"Because much of the heat is provided by radioactive decay, scientists postulate that early in Earth's history, before isotopes with short half-lives were depleted, Earth's heat production was much higher.",The amount of heat energy coming out of the Earth is too small to even be worth considering.
REFUTES,This depth depends on (among other things) temperature and the amount of CO 2 dissolved in the ocean.,"Currently, sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2."
SUPPORTS,Multiple independently produced instrumental datasets confirm that the 2009–2018 decade was 0.93 ± 0.07 °C warmer than the pre-industrial baseline (1850–1900).,This means that the world is now 1C warmer than it was in pre-industrial times
SUPPORTS,There is a scientific consensus linking human activities to global warming due to industrial carbon dioxide emissions.,Ancient natural cycles are irrelevant for attributing recent global warming to humans.
NOT_ENOUGH_INFO,Correlation of CO 2 and temperature is not part of this evidence.,Actual weather records over the past 100 years show no correlation between rising carbon dioxide levels and local temperatures.
NOT_ENOUGH_INFO,This approach can increase original oil recovery by reducing residual oil saturation by between 7% to 23% additional to primary extraction.,"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact."
NOT_ENOUGH_INFO,The summer shrinking of the ice has been quoted at 50%.,"Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade."
NOT_ENOUGH_INFO,"This greenhouse forcing is directly observable, via distinct spectral features versus water vapor, and observed to be rising with rising CO 2 levels.",The 2nd law of thermodynamics is consistent with the greenhouse effect which is directly observed.
SUPPORTS,"In 2004, a paper was published in the journal Science by Naomi Oreskes titled Beyond the Ivory Tower: The Scientific Consensus on Climate Change.",Science entitled The Scientific Consensus on Climate Change (Oreskes 2004).
NOT_ENOUGH_INFO,"Using isotope proxies to determine ocean temperatures indicates sea surface temperatures in the tropics as high as 35 °C (95 °F) and, relative to present-day values, bottom water temperatures that are 10 °C (18 °F) higher.","It appears, for the entire tropics, the observed outgoing radiation fluxes increase with the increase in sea surface temperatures (SSTs)."
SUPPORTS,"If the entire 2,850,000 cubic kilometres (684,000 cu mi) of ice were to melt, it would lead to a global sea level rise of 7.2 m (24 ft).","The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities."
NOT_ENOUGH_INFO,"A number of later studies have concluded that a global sea level rise of 200 to 270 cm (6.6 to 8.9 ft) this century is ""physically plausible"".","With marine ice cliff instability, sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago"
NOT_ENOUGH_INFO,"""A novel probabilistic forecast system predicting anomalously warm 2018–2022 reinforcing the long-term global warming trend"".","At least close to the new spot and to the equator, nothing less than global warming is expected"""
NOT_ENOUGH_INFO,The Cuban Missile Crisis (October–November 1962) brought the world closer to nuclear war than ever before.,"Armed conflicts over resources may become a reality, and have the potential to escalate into nuclear war."
NOT_ENOUGH_INFO,"In 1896, he published the first climate model of its kind, showing that halving of CO 2 could have produced the drop in temperature initiating the ice age.","If ECS is as low as the Energy Balance literature suggests, it means that the climate models we have been using for decades run too hot and need to be revised."
REFUTES,"Under the pledges of the countries entering the Paris Accord, a sharp rise of 3.1 to 3.7 °C is still expected to occur by 2100.",IPCC overestimate temperature rise.
SUPPORTS,A purely scattering aerosol will reflect energy that would normally be absorbed by the earth-atmosphere system back to space and leads to a cooling effect.,"Global brightening is caused by changes in cloud cover, reflective aerosols and absorbing aerosols."
NOT_ENOUGH_INFO,"By volume, dry air contains 78.09% nitrogen, 20.95% oxygen, 0.93% argon, 0.04% carbon dioxide, and small amounts of other gases.","If we halve the carbon dioxide content of the atmosphere, all life dies."
NOT_ENOUGH_INFO,Carbon dioxide (chemical formula CO 2) is a colorless gas with a density about 60% higher than that of dry air.,Carbon dioxide is a trace gas.”
NOT_ENOUGH_INFO,Global Warming of 1.5 °C.,"Since the mid 1970s, global temperatures have been warming at around 0.2 degrees Celsius per decade."
SUPPORTS,"Under the influence of global warming, melt at the base of the ice sheet increases.",Sea level rise is now increasing faster than predicted due to unexpectedly rapid ice melting.
SUPPORTS,"An ice sheet response time of centuries seems probable, and we cannot rule out large changes on decadal time-scales once wide-scale surface melt is underway.""",Scientists used to think that ice sheets could take millennia to respond to changing climates
NOT_ENOUGH_INFO,"In moving vertically throughout the water, the octopus is subjected to various pressures and temperatures, which affect the concentration of oxygen available in the water.",The changes in the amount of oxygen in the shells isn’t a reflection of changing temperatures – just a consequence of the fact that the amount of oxygen seen changes over time anyway.
NOT_ENOUGH_INFO,"On January 25, Trump signed an executive order, ""Enhancing Public Safety in the Interior of the United States"", to the Secretary of Homeland Security and the Attorney General and their departments and agencies to increase the enforcement of immigration laws which included the hiring of 10,000 ""additional immigration officers"".","Donald Trump signed an executive order naming climate change as a threat ""both to the economy and national security."""
NOT_ENOUGH_INFO,"Some earlier studies had produced estimates of between 33,000 and 888,000 bat deaths per year.","“Global warming alarmists’ preferred electricity source – wind power – kills nearly 1 million bats every year (to say nothing of the more than 500,000 birds killed every year) in the United States alone."
SUPPORTS,"""The work of the Intergovernmental Panel on Climate Change (IPCC) represents the consensus of the international scientific community on climate change science.","""Unquestionably, the U.N. Intergovernmental Panel on Climate Change (IPCC) was formed to build the scientific case for humanity being the primary cause of global warming."
NOT_ENOUGH_INFO,"Having almost no atmosphere to retain heat, it has surface temperatures that vary diurnally more than on any other planet in the Solar System, ranging from 100 K (−173 °C; −280 °F) at night to 700 K (427 °C; 800 °F) during the day across the equatorial regions.","The sun was so intense, it took the mercury up to in excess of 120°F as it topped out at 122.4 °F (50.2°C)."
NOT_ENOUGH_INFO,"Using the mapper's reflectance spectra, indirect lighting of areas in shadow confirmed water ice within 20° latitude of both poles in 2018.","As of today,JAXA shows that we have more ice than any time on this date for the past 8 years of Aqua satellite measurement for this AMSRE dataset."""
NOT_ENOUGH_INFO,The temperature in New York City exceeds nearby rural temperatures by an average of 2–3 °C and at times 5–10 °C differences have been recorded.,"Yet, according to NASA, only one temperature sensing station is necessary for the two cities and the vast area between them to be adequately represented in their network.”"
SUPPORTS,"Danish physicist Henrik Svensmark has controversially argued that because solar variation modulates the cosmic ray flux on Earth, they would consequently affect the rate of cloud formation and hence be an indirect cause of global warming.","The data suggests solar activity is influencing the global climate causing the world to get warmer."""
NOT_ENOUGH_INFO,"It has been observed that there is more precipitation where it is warmer, up to 1.5 meters per year on the southeast flank, and less precipitation or none on the 25–80 percent (depending on the time of year) of the island that is cooler.",There may have been regions of Greenland that were 'greener' than today
REFUTES,"The Third U.S. National Climate Assessment (NCA), released May 6, 2014, reports that the Arctic Ocean is expected to be ice free in summer before mid-century.",Scientists project that the Arctic will be ice-free in the summer of 2013.
NOT_ENOUGH_INFO,"Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.""","Also, it's not yet clear whether changes in stratospheric water vapor are caused by a climate feedback or internal variability"
NOT_ENOUGH_INFO,"In September 2017, NASA reported radiation levels on the surface of the planet Mars were temporarily doubled, and were associated with an aurora 25 times brighter than any observed earlier, due to a massive, and unexpected, solar storm in the middle of the month.","Yet, according to NASA, only one temperature sensing station is necessary for the two cities and the vast area between them to be adequately represented in their network.”"
SUPPORTS,An acceleration of ice loss across the Himalayas over the past 40 years has been proved with satellite photos.,Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.
REFUTES,They found that the observed warming was similar to two of the three scenarios.,the models predicted seven times as much warming as has been observed
SUPPORTS,"Many records for snowfall and temperature were broken, many for the month of February, with every state east of the Mississippi River being colder than average, some for the entire winter.",Snowfall is increasing in the fall and winter in the Northern Hemisphere and North America with many records being set.
NOT_ENOUGH_INFO,"Climate model projections summarized in the report indicated that during the 21st century the global surface temperature is likely to rise a further 0.3 to 1.7 °C (0.5 to 3.1 °F) in a moderate scenario, or as much as 2.6 to 4.8 °C (4.7 to 8.6 °F) in an extreme scenario, depending on the rate of future greenhouse gas emissions and on climate feedback effects.",Warming trends agree well with surface temperatures and model predictions except near the Poles.
SUPPORTS,"Many physical impacts of global warming are already visible, including extreme weather events, glacier retreat, changes in the timing of seasonal events (e.g., earlier flowering of plants), sea level rise, and declines in Arctic sea ice extent.","Eleven percent of the world’s population is currently vulnerable to climate change impacts such as droughts, floods, heat waves, extreme weather events and sea-level rise."
SUPPORTS,"""El Niño in a changing climate"".",Climate change is because of El Niño.
NOT_ENOUGH_INFO,"In other words, regions which are dry at present will generally become even drier, while regions that are currently wet will generally become even wetter.","[…] in fact this pattern is already emerging, with the conditions that create extremely warm dry years and extremely wet years both becoming more frequent."
NOT_ENOUGH_INFO,To use absolutely no word that does not contribute to the presentation.,"Ironically, it's those who are mispresenting Hulme's paper that are the ones being misleading."
NOT_ENOUGH_INFO,"For example, bicycling reduces greenhouse gas emissions while reducing the effects of a sedentary lifestyle at the same time.","‘If we do nothing to reduce our greenhouse gas emissions, the kind of extreme heat we saw this past summer will be the norm when my young son is a grown man.’"
SUPPORTS,"As the twin GRACE satellites circle the globe 15 times a day, they sense minute variations in Earth's gravitational pull.","The latest  measurements involve the use of satellite gravimetry, estimating  the mass of terrain beneath by detecting slight changes in gravity as a  satellite passes overhead."
REFUTES,"This represents a loss of 8% of the ice field, with all glaciers experiencing significant retreat.",The report suggests significantly smaller overall  ice-mass losses than previous estimates.
NOT_ENOUGH_INFO,Cruz rejects the scientific consensus on climate change.,There is not a single candidate in the Republican primary that thinks we should do anything about climate change.
SUPPORTS,"Donald Trump tweeted in 2012 that the Chinese invented ""the concept of global warming"" because they believed it would somehow hurt U.S. manufacturing.",Climate change is a hoax invented by the Chinese.
SUPPORTS,Other scientists were initially sceptical and believed the greenhouse effect to be saturated so that adding more CO 2 would make no difference.,"If the CO2 effect was saturated, adding more CO2 should add no additional greenhouse effect."
NOT_ENOUGH_INFO,New Year is the time or day at which a new calendar year begins and the calendar's year count increments by one.,"For the year-to-date, the Earth is seeing its 5th-warmest start to the year."
SUPPORTS,"The average global temperature on Earth has increased by about 0.8° Celsius (1.4° Fahrenheit) since 1880; Two-thirds of the warming has occurred since 1975, at a rate of roughly 0.15-0.20 °C per decade.",Early 20th century warming was in large part due to rising solar activity and relatively quiet volcanic activity.
NOT_ENOUGH_INFO,"International Council of Academies of Engineering and Technological Sciences (CAETS) in 2007, issued a Statement on Environment and Sustainable Growth: As reported by the Intergovernmental Panel on Climate Change (IPCC), most of the observed global warming since the mid-20th century is very likely due to human-produced emission of greenhouse gases and this warming will continue unabated if present anthropogenic emissions continue or, worse, expand without control.","The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc)."
SUPPORTS,"The term ""climate change"" is often used to refer specifically to anthropogenic climate change (also known as global warming).","There have long been claims that some unspecificed ""they"" has ""changed the name from 'global warming' to 'climate change'""."
NOT_ENOUGH_INFO,"According to these groups, there is natural variability that will abate over time, and human influences have little to do with it.",Human kind has little or nothing to do with the recent temperature changes.
NOT_ENOUGH_INFO,"The temperature data was updated in 2006 to report that temperatures are now 0.8 °C warmer than a century ago, and concluded that the recent global warming is a real climate change and not an artifact from the urban heat island effect.",Scientists have determined that the factors which caused the Little Ice Age cooling are not currently causing global warming.
REFUTES,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",Sea level rise due to climate change is not going to happen.
SUPPORTS,"In March 2017, the journal Nature published a paper showing that huge sections of an 800-kilometre (500 mi) stretch in the northern part of the reef had died in the course of 2016 due to high water temperatures, an event that the authors put down to the effects of global climate change.","Last year’s warmth was manifested across the planet, from the warm tropical ocean waters off the coast of northeastern Australia, where the Great Barrier Reef experienced its worst coral bleaching event on record and large scale coral death, to the Arctic, where sea ice hit regular monthly record lows and overall temperatures were also the warmest on record, at least from January through September 2016."
NOT_ENOUGH_INFO,Crucifix 2016 Jull & McKenzie 1996.,Phil Jones says no global warming since 1995
REFUTES,It is extremely likely (95-100% probability) that human influence was the dominant cause of global warming between 1951-2010.,IPCC human-caused global warming attribution confidence is unfounded.
NOT_ENOUGH_INFO,"Earth's hydrosphere consists chiefly of the oceans, but technically includes all water surfaces in the world, including inland seas, lakes, rivers, and underground waters down to a depth of 2,000 metres (6,600 ft) The deepest underwater location is Challenger Deep of the Mariana Trench in the Pacific Ocean, having a depth of 10,900 metres (6.8 mi).",Our evolving dynamic planet has survived sea level changes of hundreds of metres
NOT_ENOUGH_INFO,"To reduce emissions between 10% to 20% below 1990 levels by 2020 if a global agreement is secured that limits carbon dioxide equivalent (CO2e) to 450 ppm and temperature increases to 2 °C, effective rules on forestry, and New Zealand having access to international carbon markets.","If every nation agrees to limit CO2 emissions, we can achieve significant cuts on a global scale."
REFUTES,"In Alaska, the effects of sea ice shrinkage have contributed to higher mortality rates in polar bear cubs, and have led to changes in the denning locations of pregnant females.","while it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice."
SUPPORTS,"The National Research Council's report agreed that there were some statistical failings, but these had little effect on the graph, which was generally correct.",The IPCC statement on Amazon rain forests is correct.
SUPPORTS,"Coal pollution mitigation, often called clean coal, is a series of systems and technologies that seek to mitigate the pollution and other environmental effects normally associated with the burning (though not the mining or processing) of coal, which is widely regarded as the dirtiest of the common fuels for industrial processes and power generation.",‘Clean coal’ is an approach in which the emissions from coal-burning power plants would be captured and pumped underground.
NOT_ENOUGH_INFO,"Air is mostly nitrogen, oxygen, water vapor, with much smaller amounts of carbon dioxide, argon, etc.","“Every day, nature puts twenty times as much carbon dioxide into the atmosphere as all of Earth industries."
NOT_ENOUGH_INFO,"""""2016 Climate Trends Continue to Break Records"".",[NASA] has been adjusting temperatures from the past[...]
NOT_ENOUGH_INFO,"The average separation for all users of the application is 5.73 degrees, whereas the maximum degree of separation is 12.","It shows that ECS is probably between two and 4.5 degrees, possibly as low as 1.5 but not lower, and possibly as high as nine degrees."
NOT_ENOUGH_INFO,"These measurements came from the US space agency's GRACE (Gravity Recovery and Climate Experiment) satellite, launched in 2002, as reported by BBC.","Greenland on the whole is losing ice, as confirmed by multiple satellite and on the ground field measurements."
NOT_ENOUGH_INFO,The greenhouse effect is a process by which thermal radiation from a planetary atmosphere warms the planet's surface beyond the temperature it would have in the absence of its atmosphere.,A 14 August 1912 article from a New Zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.
REFUTES,"Global Change Research Program concluded that ""[global] warming is unequivocal and primarily human-induced.""",a study that totally debunks the whole concept of man-made Global Warming
NOT_ENOUGH_INFO,"Along the Pacific Ocean coast lie the Coast Ranges, which, while not approaching the scale of the Rocky Mountains, are formidable nevertheless.","On the Pacific Coast, a climate pattern that had pushed billions of gallons of water toward Asia is now ending, so that in coming decades the sea is likely to rise quickly off states like Oregon and California."
NOT_ENOUGH_INFO,As of 2006 the annual airborne fraction for CO 2 was about 0.45.,"""We have been grossly misled to think there is tens of thousands of times as much CO2 as there is!"
REFUTES,Geothermal power is considered to be renewable because any projected heat extraction is small compared to the Earth's heat content.,The amount of heat energy coming out of the Earth is too small to even be worth considering.
NOT_ENOUGH_INFO,"After the oil shocks of 1973 and 1979, during which the price of oil increased from 5 to 45 US dollars per barrel, there was a shift away from oil.","Over the three years from 1979 to 1982 when CO2 emissions were decreasing due to the rapid increase in the price of oil that drastically reduced consumption, there was no change in the rate of increase in atmospheric concentration of CO2 proving that humans were not the primary source for the increase in concentration.'"
REFUTES,"At a meeting of the American Geophysical Union (December 17, 2008), scientists detailed evidence in support of the controversial idea that the introduction of large-scale rice agriculture in Asia, coupled with extensive deforestation in Europe began to alter world climate by pumping significant amounts of greenhouse gases into the atmosphere over the last 1,000 years.","""...there is the contention by Wolfgang Knorr of the Department of Earth Sciences at the University of Bristol in England that carbon dioxide levels in the atmosphere are about where they were 160 years ago."" (as quoted by Ken Ward Jr.)"
NOT_ENOUGH_INFO,"However, a more accurate figure is needed for measuring distances and areas on the scale beyond the purely local.","“Even if you could calculate some sort of meaningful global temperature statistic, the figure would be unimportant."
NOT_ENOUGH_INFO,"Because water vapor is a greenhouse gas, this results in further warming and so is a ""positive feedback"" that amplifies the original warming.","""...the largest of all the positive or temperature-amplifying feedbacks in  the UN’s arsenal is the water-vapor feedback."
NOT_ENOUGH_INFO,It is now the leading producer of wind power in Australia.,South Australia is winning: it has the most unreliable grid in the world outside Africa and the most expensive electricity.
NOT_ENOUGH_INFO,"In comparing these measurements to surface temperature models, it is important to note that values for the lower troposphere measurements taken by the MSU are a weighted average of temperatures over multiple altitudes (roughly 0 to 12 km), and not a surface temperature (as seen in figure above).",UAH atmospheric temperatures prove climate models and/or surface temperature data sets are wrong.
NOT_ENOUGH_INFO,"The effect was more fully quantified by Svante Arrhenius in 1896, who made the first quantitative prediction of global warming due to a hypothetical doubling of atmospheric carbon dioxide.","Had he used the currently accepted value of approximately 3°C warming for a doubling of atmospheric CO2, Hansen would have correctly projected the ensuing global warming."
NOT_ENOUGH_INFO,"""Evidence is now 'unequivocal' that humans are causing global warming – UN report"".",The most recent satellite data show that the earth as a whole is warming.
SUPPORTS,"The issues with tree rings had not been hidden, but were extensively discussed in scientific literature and in IPCC reports.",The divergence of tree-ring proxies from temperatures after 1960 is openly discussed in the peer-reviewed literature and the last two IPCC assessment reports.
NOT_ENOUGH_INFO,"Proponents of the bill argued that it would provide steady funding to support research and restoration projects, funded primarily by dedicating 12.5% of revenues from offshore energy development, including oil, gas, and renewable energy, through offshore lease sales and production based royalty payments, distributed through a competitive grant program.","In truth, the overwhelming majority of climate-research funding comes from the federal government and left-wing foundations."
SUPPORTS,The effects of climate change have been projected to make heat waves in places such as Europe up to five times more likely to occur.,The heatwave we now have in Europe is not something that was expected with just 1C of warming
NOT_ENOUGH_INFO,"As a result of this change, Micronesia is more likely to be affected by tropical cyclones, while China has a decreased risk of being affected by tropical cyclones.","“‘The Arctic may be remote, but changes that occur there directly affect us."
SUPPORTS,"Climate change threatens to diminish crop yields, harming food security, and rising sea levels may flood coastal infrastructure and force the abandonment of many coastal cities.","Back in the late 1980s, the UN claimed that if global warming were not checked by 2000, rising sea levels would wash entire counties away."
NOT_ENOUGH_INFO,"Our results show that the observed rapid rise in global mean temperatures seen after 1985 cannot be ascribed to solar variability, whichever of the mechanisms is invoked and no matter how much the solar variation is amplified.",The temperature is not rising nearly as fast as the alarmist computer models predicted.
NOT_ENOUGH_INFO,"An executive order was issued by President Trump on January 24, 2017 that removed barriers from the Keystone XL and Dakota Access Pipelines, making it easier for the companies sponsoring them to continue with production.","Donald Trump signed an executive order naming climate change as a threat ""both to the economy and national security."""
REFUTES,"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide.",Man-made greenhouse gases play only an insignificant role.”
NOT_ENOUGH_INFO,"A global temperature rise of 1.5 °C (2.7 °F) above current levels would be enough to start the thawing of permafrost in Siberia, according to one group of scientists.","Previous studies have shown that weakening carbon sinks will add 0.25°C, forest dieback will add 0.11°C, permafrost thaw will add 0.9°C and increased bacterial respiration will add 0.02°C."
NOT_ENOUGH_INFO,"Water vapor accounts for the largest percentage of the greenhouse effect, between 36% and 66% for clear sky conditions and between 66% and 85% when including clouds.","It’s not carbon dioxide, it’s not methane… Scientists estimate that somewhere between 75% and 90% of Earth greenhouse effect is caused by water vapor in clouds.”"
NOT_ENOUGH_INFO,This is much colder than the conditions that actually exist at the Earth's surface (the global mean surface temperature is about 14 °C).,"The effect of this disparity is that thermal radiation escaping to space comes mostly from the cold upper atmosphere, while the surface is maintained at a substantially warmer temperature."
REFUTES,"But if low clouds decrease, or if high clouds increase, the feedback is positive.",Clouds provide negative feedback
REFUTES,"[clarification needed] This increase is the result of human activities by burning fossil fuels, deforestation and forest degradation in tropical and boreal regions.","CO2 increase is natural, not human-caused."
NOT_ENOUGH_INFO,The most deadly heat wave in the history of Pakistan is the record-breaking heat wave of summer 2010 which occurred in the last ten days of May.,"Severe ‘snowmageddon’ winters are now strongly linked to soaring polar temperatures, say researchers, with deadly summer heatwaves and torrential floods also probably linked."
SUPPORTS,The total economic impacts from climate change are difficult to estimate.,Preventing global warming is relatively cheap; business-as-usual will cause accelerating climate damage costs that economists struggle to even estimate.
NOT_ENOUGH_INFO,"These, together with other anthropogenic drivers, are ""extremely likely"" (where that means more than 95% probability) to have been the dominant cause of the observed global warming since the mid-20th century.",“So now we’re able to explain from natural factors how we’ve had the 20th Century warming.
NOT_ENOUGH_INFO,"With an average daily temperature of 70.7 °F (21.5 °C), it is the warmest state in the U.S.","(2012 is now the hottest by a wide margin), but the USA only comprises 2% of the globe."
NOT_ENOUGH_INFO,Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years.,more than 100 per cent of the warming over the past century is due to human actions
NOT_ENOUGH_INFO,"The reflection of energy into space resulted in a global cooling, triggering the Pleistocene Ice Age.",Climate scientists are telling us it’s likely we’re going to be in for a period of cooling.
NOT_ENOUGH_INFO,The highest temperature ever recorded in Oxford is 37.2 °C (99 °F) in July 2019 during the 2019 European heat wave.,"‘Summers keep getting hotter,’ said Friederike Otto of the University of Oxford, who conducted extensive research into data from the heatwave that spread Europe in June, July and August 2017."
NOT_ENOUGH_INFO,"The global average and combined land and ocean surface temperature, show a warming of 0.85 [0.65 to 1.06] °C, in the period 1880 to 2012, based on multiple independently produced datasets.",Climate scientists use the 20th-century average as a benchmark for global temperature measurements.
SUPPORTS,"They reaffirmed their 2007 position statement on climate change ""based on the large body of scientific evidence that Earth's climate is warming and that human activity is a contributing factor.","They do not make a definitive attribution statement, but the data are consistent with and strongly suggestive of human-driven warming as a root cause of the oxygen decline.’”"
NOT_ENOUGH_INFO,"From 1961 to 1990, a gradual reduction in the amount of sunlight reaching the Earth's surface was observed, a phenomenon popularly known as global dimming, typically attributed to aerosols from biofuel and fossil fuel burning.",The global dimming trend reversed around 1990 - 15 years after the global warming trend began in the mid 1970's.
NOT_ENOUGH_INFO,The European heat wave of 2007 affected primarily south-eastern Europe during late June through August.,"At four degrees, the deadly European heat wave of 2003, which killed as many as 2,000 people a day, will be a normal summer."
SUPPORTS,"""NASA, NOAA Analyses Reveal Record-Shattering Global Warm Temperatures in 2015"".","Every part of the Earth's climate system has continued warming since 1998, with 2015 shattering temperature records."
NOT_ENOUGH_INFO,A temperature range of about three degrees Fahrenheit separates the average monthly temperatures of the coolest and hottest months.,The April low temperatures here are now about 6 degrees Fahrenheit warmer than they used to be.
NOT_ENOUGH_INFO,The Little Ice Age was a period from about 1550 to 1850 when the world experienced relatively cooler temperatures compared to the time before and after.,until temperature increases began to slow down after 1998 and remained relatively stable for a period of 15 years
NOT_ENOUGH_INFO,"The last cold episode of the last glacial period ended about 10,000 years ago.","And  since the last ice age ended almost exactly 11,500 years ago…"" (Ice Age Now)"
REFUTES,"This phrase next appeared in a November 1957 report in The Hammond Times which described Roger Revelle's research into the effects of increasing human-caused CO 2 emissions on the greenhouse effect: ""a large scale global warming, with radical climate changes may result"".",“We’ve known about [the greenhouse effect] for more than a century.
SUPPORTS,"Climate warming is expected to result in major changes to the partitioning of snow and rainfall, and to the timing of snowmelt, which will have important implications for water use and management.",The effect of long-term warming is to make it harder to count on snowmelt runoff in wet times
NOT_ENOUGH_INFO,"This rise in temperature is caused by the absorption of ultraviolet radiation (UV) radiation from the Sun by the ozone layer, which restricts turbulence and mixing.",The atmosphere of the Earth is less able to absorb shortwave radiation from the Sun than thermal radiation coming from the surface.
NOT_ENOUGH_INFO,The programme states that all models of greenhouse effect-derived temperature increase predict that the warming will be at its greatest for a given location in the troposphere and at its lowest near the surface of the earth.,climate models predict too much warming in the troposphere
NOT_ENOUGH_INFO,"Observations with the Goddard High Resolution Spectrograph of the Hubble Space Telescope, first described in 1995, revealed that Europa has a thin atmosphere composed mostly of molecular oxygen (O2), and some water vapor.",But the new research shows that the amount of oxygen in those shells doesn’t actually remain constant over time.
SUPPORTS,Human activities (primarily greenhouse gas emissions) are the primary cause.,"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver."
NOT_ENOUGH_INFO,"Assuming returns are reinvested, if the returns over n {\displaystyle n} successive time sub-periods are R 1 , R 2 , R 3 , ⋯ , R n {\displaystyle R_{1},R_{2},R_{3},\cdots ,R_{n}} , then the cumulative return or overall return over the overall time period is the result of compounding the returns together: ( 1 + R 1 ) ( 1 + R 2 ) ⋯ ( 1 + R n ) − 1 {\displaystyle (1+R_{1})(1+R_{2})\cdots (1+R_{n})-1} If the returns are logarithmic returns however, the logarithmic return over the overall time period is: ∑ i = 1 n R l o g , i = R l o g , 1 + R l o g , 2 + R l o g , 3 + ⋯ + R l o g , n {\displaystyle \sum _{i=1}^{n}R_{\mathrm {log} ,i}=R_{\mathrm {log} ,1}+R_{\mathrm {log} ,2}+R_{\mathrm {log} ,3}+\cdots +R_{\mathrm {log} ,n}} This formula applies with an assumption of reinvestment of returns and it means that successive logarithmic returns can be summed, i.e.",(Multiplying .95 by itself 15 times yields 46.3 percent.)”
NOT_ENOUGH_INFO,The Netherlands also had to deal with extreme drought in June and July.,"“Warm weather worsened the most recent five-year drought, which included the driest four-year period on record in terms of statewide precipitation."
NOT_ENOUGH_INFO,Oxidation of CO to CO 2 directly produces an unambiguous increase in radiative forcing although the reason is subtle.,CO2 constitutes 80% of the non-condensing greenhouse gas forcing.
NOT_ENOUGH_INFO,"Even so, climate change was projected to cause an additional 250 000 additional deaths per year between 2030 and 2050.","[…] Killing 30 million bats every year in response to dubious claims that global warming might once in a great while kill 100,000 bats makes no sense.”"
