text,label
Harry is bragging about the dangers of global warming every single day,Favor
"Communities around the 🌍 are feeling the impacts of #ClimateChange. In Ghana, over 4 million people have been affected by floods in the last few years. It's time⏰⏰⏰to protect those most vulnerable! #COP25 #TimeForAction @UNDPGhana @UNDPAfrica https://t.co/9f10vQR9eO",Favor
"Food systems are going to need to be #resilient to withstand #climatechange’s effects on #agriculture. Looking at 20 factors, researchers now have a big picture about which countries are most under threat.  https://t.co/RsqrOleOSx",Favor
"Craze for unhealthy buildings and vehicles creates #corruption that inturn creates #deforestation #pollution  #ClimateChange 

#Brazil president accuses #Leonardo  DiCaprio of paying to burn the #Amazon rainforest | English Movie News - Times of India https://t.co/Ca50iLXB7W",Favor
How are these #ClimateChange superheroes travelling to this summit?:)...Pelosi to attend climate summit amid withdrawal from climate deal https://t.co/FqKuC1jKVp,Favor
"Rupert's LNP News Ltd news sites just aren't publishing the Labor Greens' comments because  climate change will mentioned. 
Can't have that, can we. https://t.co/d27ygReL0i",Favor
"Chill #great, chill! Don’t let anyone steal your #thunberg. #greta #climatechange #waytogo! #kickass #climate #nature https://t.co/HBfNapTMAj",Ambiguous
@valleyboyspod Why the hell not...! I like it! Interesting that he’s using a recyclable bag and representing a party that denies climate change.,Ambiguous
"A @FAO project is helping to fill the information gap between academic #climatechange impact assessments and stakeholder decision making processes.

Learn how 👉 https://t.co/xPvMkrkfjK

#COP25",Favor
Climate change protesters block Surrey oil site - updated with new photos https://t.co/bVTpNJkS0S via @ruthhayhurst,Ambiguous
"We only have 12 years to limit impending #ClimateChange catastrophe, said the 📗 #IPCC climate report, urging #ClimateAction.

Ahead of @UNFCCC #COP25Madrid our @VanoraBennett looks at how we woke up to #ClimateChange.

https://t.co/7mf44uEfgk https://t.co/T4Z8nTukAL",Favor
@smpa It appear that the anti vaccine folks are singlehandedly responsible for more deaths in Samoa that climate change is worldwide ... maybe someone should ask Greta about stealing children's futures,Ambiguous
@RadioNational try and pass this on to Amanda Vanstone and your Counterpoint acolytes #climatechange https://t.co/6aFlnWLUyo,Favor
"@KeenEye_NY @magi_jay Also, I give credit to Pelosi for passing a solid Climate Change bill, even though a lot of her members voted against it.

Too bad Harry Reid killed it in the Senate.",Favor
"So it WASN'T my imagination !Australia ranked worst of 57 countries on climate change policy

https://t.co/hHPKfBgjvF",Favor
Climate change is expanding “dead zones” that threaten ocean life and fisheries. https://t.co/2xakvegGyw,Favor
"@zhaabowekwe thank you for noticing #TheBeamPodcast 🙏 We invite you to listen to our new episode '#Women at the Forefront of #ClimateAction'. Please share your thoughts with us, it helps us improve and grow. Cheers! https://t.co/gj5txhTL3C #ClimateChange #ClimateEmergency",Favor
@DVATW For 4.5 billion years the Earth has managed climate change without ANY help ftom puny man....but NOW..we have 8 year olds telling the WORLD about how to control the planet's climate...wow...!,Against
"Our #WCW, @IbukunAwosika is the Chairman, Board of Directors, @FirstBankngr. She is also the founder and CEO of @TheChairCentre.

@MADECORESS wish you more success ma'am.

Don't forget to add #solarstorage to your existing power Infrastructure.

#wednesdaythoughts #ClimateChange https://t.co/7JZndhYmYU",Favor
"#Vattenfall is committed to power #fossilfree living within one generation. Ahead of the #EUCO Summit, we call EU leaders to endorse an #EU2050 climate strategy for #netzero #emissions in line with #ParisAgreement 🌍🇪🇺  #COP25 #AimForZero https://t.co/HRutueTmI5",Favor
"Fixed it: @RadioFarSide 

---&gt; ""When the #NewYorkTimes joins up to promote #JohnKerry and #ClimateChange along with a bunch of manufactured #Celebrities, it's time to forget #Skepticism and leave the #Herd! We can't #Trust these #Yokels and #SnakeOil hucksters"" https://t.co/II7R9jlQj9",Against
"@GuySmallman @MissEllieMae And christenings, bar mitzfahs, Kwanzaa.... Seriously tho. We can't make the planet ""better"" or stop global heating. We can mitigate it and adapt our lives around it. It requires drastic, systemic change and a global effort. The UK (or Corbyn) can't ""stop climate change"".",Favor
@realDonaldTrump maybe you should work on the global warming problem first 🤔,Favor
"@thecjpearson @TPInsidr I would like to see this. Better yet..CJ, lets team up, get he raw data and write a paper. Facts only. Let the facts do the talking.
1) Is the planet warming up?
2) Is this any different than natural historical cycles
3) Is atmospheric CO2 increasing and is it having an effect?",Ambiguous
"I think this is amazing. No matter your position on the climate and global warming, it's fantastic to see a child with this much courage, doing so much good for the world around her. https://t.co/1sJNbDrsOo",Ambiguous
"How are we going to run our space/ satellite programs with no FUEL
Harare is a DRY city

#climatechange or #sanctions
Kuvhunza chete",Ambiguous
Still time to get out there and plant #trees  this weekend #NationalTreeWeek . Supporting #biodiversity and helping stop #ClimateChange . Pledge support https://t.co/L7N3Zix1i5 @JohnBCarbon https://t.co/mHvFMLQnec,Favor
"I LOVE HUMANS 

THANK YOU ALL FOR STANDING TOGETHER

WE WILL CHANGE!!!!!!!
#FridaysForFuture 
#ExtinctionRebellion
#ClimateStrike
#ClimateAction
#UN
#Cop25Madrid2019 https://t.co/jT4ruUTaBj",Favor
"In many ways, Iceland is ground zero for climate change. 

In July, a funeral was held for one of its 300 glaciers — all of which are melting. https://t.co/1i6ovJqCJz",Favor
"@lmyr_Fronkel @asleepmay @AndresDesaix @GretaThunberg It is made of leather so you are probably right, she might be fighting against climate change here too by promoting killing cows since they contribute to it with their burping and farting. It's all part of a bigger plan.",Ambiguous
"Food systems are going to need to be resilient to withstand climate change’s effects on agriculture. Looking at 20 factors, researchers now have a big picture about which countries are most under threat. (via @FastCompany) https://t.co/CCvI4oZ4xV https://t.co/h0Wil1hGYk",Favor
"@BernieDogs4 @Clarknt67 Millennials ARE now the largest generation - if they all get out and vote, the left can win. But often in the past they don't get out and vote. Maybe that's changing, however. They must realize that global climate change will affect their futures drastically if they don't.",Favor
"Save money and time with Imperfect Produce deliver. 
Also, helps save the planet. https://t.co/ARP9LpTm9e
#climatechange, #pollution https://t.co/maNEEKr8Y0",Favor
"“We need a large, vocal, active base of support, and scientists are a critical part of that constituency.” 

By @RandyShowstack
#ClimateChange #ClimateAction

https://t.co/qE7raHJOtV",Favor
@Scientits @JimMFelton Milk coke is the one thing that makes me want climate change to happen. Anything to purge the world of that abomination.,Ambiguous
President Trump Says He's Too Intelligent To Believe In Climate Change https://t.co/tM1CizhqWC via @Yahoo,Against
How To Adapt Cities To A Hotter World #climate #drought #climatechange #climatecrisis https://t.co/fnIvGf3kKk https://t.co/T43mz0QZWl,Favor
"#Climatechange #ClimateChangeIsReal

Earth’s tipping points may be closer than we thought

@GarthGodsman
@BuckSexton
@Origsmartassam
@TDotMonkey
@jessvote
@henry_perchy
@bbellfeeay https://t.co/KP1dHxOyeH",Favor
"Temporal Characteristics of Brown Carbon over the Central Indo-Gangetic Plain https://t.co/MU0AQidq6W

@PRLAhmedabad 
#airquality  #AirPollution #ClimateChange #aerosol",Favor
"CLIMATE: An agreement among Twenty-Eight on EU’s #climateneutrality by 2050 that does not commit Poland

https://t.co/yx0Cj19rps

#EUCO #EUClimateAction #ClimateChange",Favor
"🙁
It’s happening 
We can vote to try and do something #ClimateCrisis #vote 

Drought to become more frequent and severe due to climate change – government report 
https://t.co/JvGBaUsjEd",Favor
[WATCH] Joint SBSTA-IPCC special event: Special report on the Ocean and Cryosphere in a #ChangingClimate (#SROCC) #COP25 #TimeforAction #NordicClimateAction #wedonthavetime #climatechange #parisagreement https://t.co/mi2u7h4IKY https://t.co/PP12TsvtIc,Favor
"5 of the biggest environmental and climate change stories over the last decade and what’s changed.
https://t.co/eGeyZGBiv3  

#climatechange #globalwarming #LetsTalkGreen",Favor
Store Rainwater in groundwater tank. #JanShakti4JalShakti #rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming… https://t.co/DvGbzXm35z,Favor
Toyota Motor Company: Tell Toyota and other automakers to protect the climate - Sign the Petition! https://t.co/VrHGXK6zwT via @Change,Favor
Climate change: Major emitters accused of blocking progress at UN talks: “We are all on this one planet together. We need to recognise the mistakes of the past and not replicate them” #COP25Madrid  https://t.co/AjgQtjuTDr,Favor
"With Inv Comm Chair Harry Keiley, Debra Smith, &amp; June Kim we are representing @CalSTRS at the 2019 @ChiefInvOfficer magazine Influential Investor discussion. I am speaking on  ESG and addressing Climate Change in inst portfolios @SASB @PRI_News @MilkenInstitute @BloombergNEF https://t.co/IEE2Lqfr7f",Favor
"LIVE: 🌿 #ClimateEmergency at the European Council ahead of the #EUCO Summit of EU Member States in Brussels 🇪🇺🌎 
#ClimateChange #ClimateAction #greenpeace #GreenDeal https://t.co/ZzrZf3koQN",Favor
@JackPosobiec Don’t matter in 10 years it will be under water due to climate change,Favor
A very sensible piece looking #hazardreductionburning and what might work to reduce severity of fires and save lives and homes in #Australiafires #climatechange https://t.co/ktdhwOKDkB via @canberratimes,Favor
"If you want to vote tactically in Shrewsbury &amp; Atcham then one @JBuckleyLabour - only Julia can stop the Tories. If you are a LD who wants a confirmatory vote on the EU, a Green concerned at climate change or you don’t want to see our NHS sold to Trump - vote @JBuckleyLabour https://t.co/1Ulwc0rzX3",Favor
"Narratives on climate change can be depressing 

So here's a more positive view of what the future could look like, if we slow climate change 🌍 #opinion https://t.co/MKksz0e4ZN",Favor
"@MorganVonDrake @AndrewKozakTV @tylerraquet @kathrynw5 @realDonaldTrump Your are honestly defending the most powerful man in the world attacking a teenager who was (justifiably) upset about climate change? You'll notice that he's attacking her for being honored in Time, not for anything she said about or to him. He picked this fight. Against a teen.",Favor
"“the long-held resistance to talking about climate change among largely conservative farmers &amp;..lobbying behemoths is starting to shift. The veil of secrecy attested to just how sensitive the topic remains..

pay farmers to use their land to draw down carbon from the atmosphere” https://t.co/hkjy4WTJOi",Favor
It's possible to be environmentally conscience while also having a growing economy. #ClimateChange #ClimateActionNow https://t.co/pFpRlT2zVx,Favor
"If you think #ClimateChange is a joke, realize that it feels like a summer night in the middle of November in Alabama",Favor
"Energy storage: the key to a decarbonised future against #ClimateChange 🔋💡 #TimeForAction #COP25
https://t.co/KZ7NJtWWVT",Favor
@HaveWeAllGoneM1 @LethalWeaponCDA Gotta pay for their incompetency and climate change hoax somehow. So yeseree desperation taxes on charging stations would be a must.,Against
"@AOC Crazy ~ delusional ~ AOC💩👿
Wants mo mon for lots of xmas fun. Climate change is a BIG HOAX🐄🐃🐂💰🎲 https://t.co/IBCnPysaZU",Against
"U OUR youth need 2 care educate yourselves &amp; show up at the polls n 2020. Politics do matter &amp; do effect  your lives.If U care about Climate Change, equality, freedom of speech, global peace , protections of OUR National Parks, quality education , affordable",Favor
I've just posted a new blog: Seychelles: The island nation with a novel way to tackle climate change https://t.co/boKdJPUAQN,Favor
Home Diet &amp; Nutrition Nutrition Why Eat Jackfruit? #ClimateChange #AndrewWeil #PulledPork https://t.co/18590dE1JT,Ambiguous
"Climate Change Is Ravaging the Arctic, Report Finds https://t.co/hyxC010TXJ https://t.co/QMYEAnKlpa",Favor
"Imagine a #food ordering app with amazing discounts and a #Pollution FREE food delivery service, Download the ""takeaway knight"" app and imagine NO MORE!💚

@UniversitiesUK #brighton #londoneats #bhafc #lunch #dinner @NHSEngland #climatechange @IBDinvestors #breakingnews @BBCSport https://t.co/giRQjxsJsq",Favor
"Well, atleast we won't have to worry about global warming once we build a fridge around the uk",Ambiguous
"Report by @FutureEarth summarising some recent conclusions from a range of academic disciplines on climate change, covering current emissions, observed climate changes, projected future impacts &amp; societal challenges for meeting the Paris Agreement targets

https://t.co/OFzPL0HW1H https://t.co/d6NCY8B0CE",Favor
Livingstone University postpones exams over floods #ClimateChange #flooding via https://t.co/iQ11oEN24W https://t.co/goigtk2vbG,Favor
Does anyone think sending space rockets through the atmosphere cause the global warming,Ambiguous
"From committing to the 1.5°C target to reducing plastic usage, here are some of the most recent actions businesses have taken to behave more sustainably:

https://t.co/xKrzQO6cHZ

#ClimateChange #Sustainability #RenewableEnergy https://t.co/JYgbF4RiXA",Ambiguous
"@YouTube What happened to #greta and #climatechange? you could of mentioned #Nibiru and #armageddon was your platform #liberals. 
@SpencerFernando @manny_ottawa @CBCAlerts #q
#deepstate actors working for the #vatican biggest #FalseFlag  fulfill the script  this video needs to be shared",Against
"R.I.P. the Democrat party. Pelosi just put the final nail in the coffin. Also, I'm no stock expert, but if I owned GM stock, it would be sold today. Going all electric by 2023. Global warming. SMH.",Against
"@JLeeEnergy All eyes are on China as the next round of United Nations climate talks starting in Madrid on Monday.

China is the world's biggest investor in renewable power but it’s also the top polluter and energy consumer  https://t.co/JswUyzQSJL #COP25 #ClimateChange https://t.co/Q4nc0t0PKC",Favor
@CanadianGreens @ElizabethMay Climate change is the ONLY deciding factor with fossil fuels and they need to be shut down. Period. You don’t need a year to think about it.,Favor
Cool. So can I just say I don't believe @realDonaldTrump is the President and be done with it? #ClimateChange #TrumpCrimeFamily https://t.co/ollTuC2zDh,Favor
"Tonight!
#art #ArtWalk #artgallery #fineart #Indiana #Vincennes #Globalwarming #ClimateChange
https://t.co/BYPU0FjEHB https://t.co/JCP5fSpFBz",Favor
"Students from Harvard and Yale universities, along with others who staged a climate change protest on the field during last month's football game between the Ivy League schools, were sentenced Friday to perform community service. https://t.co/NvpPwNX9kX",Ambiguous
@GodApache That's the problem I'm having with Trump tho cause he thinks that climate change is a hoax and doesn't care about LGBTQ even though he clearly said he doesn't care about LGTBQ a couple months ago. But Impeaching him literally wont do anything cause it wont take him out of office,Favor
"Australian High Commission representatives over in Northern Ireland for a few days. Visited LMC today and had a good insightful exchange on issues including market conditions, international trade and climate change @AusHouseLondon https://t.co/Pa8oPER2SW",Favor
"As a former residential new construction realtor I can tell u he's full of shit, water pressure is GREAT.

He's UP TO SOMETHING, why wld EPA be looking into WATER PRESSURE? DIVERSIONARY TACTICS.

He's not talking abt #GunControl #opioidcrisis #ClimateChange BUT H2O PRESSURE?💦💧 https://t.co/LoLqbXra39",Against
"Like Trump accusing Obama of trying to bribe Ukraine for dirt on Biden...
https://t.co/jv1vtVvpum
#BolsonaroEnvergonhaoBrasil #ClimateChange",Ambiguous
"Finally.

‘This is not normal': Minister urges action on climate change https://t.co/0N354uuAIL",Favor
@seasugarsweets ps when climate change kicks in good and proper she;ll have all the grey trees she can shake a (grey) stick at.,Favor
"Sadly, in my view, the probability that humans will become extinct is 100%. 
One of three things will get us: Nuclear war, pandemic or climate change...perhaps all three in connection.
Just a question of time.
That excludes unknowables like meteor, comet &amp; supernova radiation. https://t.co/ULRZnbAQqL",Favor
"The world's energy watchdog is undermining the #climatechange battle, critics say. https://t.co/UsZfTNQvvO via @Reuters https://t.co/ZE9W6JakAw",Ambiguous
@DebunkerGeneral @HarunMaruf stop supporting clan arrogance and we might have a chance! tell me anyone or any administration in somalia that has any sort of mitigation mechanisms in place to combat to climate change?,Favor
"There's no such thing as waste, only waste of resources. And human waste can be converted into valuable fertilizer, if people can get past the ""ick"" factor. HOw does this work? https://t.co/cqpz1GRFnh via @NatGeo #FossilFree #Agriculture #Sustainability https://t.co/h75kkewyFU",Favor
"@der_merlijn @Tom_Sh4rman @HinduMonkey @piersmorgan Please listen to Jeremy's Big Brother; scientist, physicist, astrophysicist, meteorologist, weather forecaster, Piers Corbyn! Think again! Unable to be heard on the Global Warming Controlled British Media, he has to make do with Speakers Corner in London! https://t.co/LiOf8IRLu7",Favor
"Progressive #Left Turn #Hypocrites by Causing Stadium to Use More Power, Prolong Waste Buildup &amp; Completely Go Against #ClimateChange by Interrupting College #Football Game! LOL #DumbAsses
https://t.co/zWnNfWf6Pw via @TheBabylonBee",Ambiguous
@KTVU @GretaThunberg @TIME What a joke!!!! #MAGA2020 I hope global warming melts this snowflake quickly,Ambiguous
Australia ranked worst of 57 countries on #climatechange policy https://t.co/hWq16BfDwk,Favor
Today over 3 thousand kids here  got a snow day for the first snow of the season. Endbridge got their Thanksgiving eve Notice To Proceed from FERC so they do it during a snow emergency #climateaction… https://t.co/H0dvopRwyS,Favor
@RealAmericanK @realDailyWire OMG! Climate change in Hell?! We need to send Greta to stop it.,Ambiguous
"This is the real and scary reality if we do not start to make serious changes to protect our environment. #ClimateChange #saveplanetearth 
https://t.co/Rv52V0jAvW",Favor
Tesla’s New Universal Electric Family — Video Critique https://t.co/OptdKYbd2B #energy #sustainability #climatechange,Favor
"Canada's protected marine areas may not be protected enough (via National Observer) https://t.co/sBEGUMng27

Governments may have to rethink how they conserve ocean ecosystems as climate change forces marine animals from their usual homes, says newly published research. https://t.co/6T2iv3eR8a",Favor
"@Solmemes1 I believe that once the public catches on to this, that is what will begin to happen. Similar to the changes in the agenda, i.e. ""global cooling"" to ""global warming"" and now ""climate change"".",Against
"pitiful dick stain trump presidency is a waste of 4 years. So much could have been started: war against climate change, infrastructure, fair taxes for middle class, the list goes on and on. NOPE. Not with obese, pitiful, coward, draft dodger trump. he is a piece of a SHIT…!!!",Favor
"@MudflapMc They are getting so desperate. They know how much people love their pets so they play on that emotion to get us to go along with their climate change mumbo jumbo. Nice try, Emma. 🙄
#IWouldDieBeforeIAteMyPetsButIWontHaveToBecauseClimateChangeIsAHoax",Against
Soon in 2019 an only six years old question about #ClimateChange was answered. 😬 From now on it is #ClimateEmergency #Jakarta @Sustainable2050 https://t.co/VSOOGRhLiI,Favor
"@lisamurkowski The obvious move here is to declare the Arctic Ocean a Global Marine Sanctuary off limits to all oil, gas and mining interests. 
With what we know about fossil fueled climate change today it would irresponsible to continue with what we know is killing our environment and us.",Favor
"10.1 million new displacements were recorded in #Africa in 2018. The overall rise of #internaldisplacement across the region shows that measures to improve security, reduce disaster risk, or adapt to #climatechange have not been sufficient. Find out more: https://t.co/pdR3t9nvtp https://t.co/YyP7aWpfVV",Favor
Large parts of Australia are still on fire. It’s the first day of summer...  #teamaustralia 2019 still says coal is the future. They will kill us all if we don’t stop them. #ClimateChange https://t.co/0lhqUPHPS6,Favor
Absolutely...to prove this theory look how long it took 2 GB and the daily sewergraph to start on Matt Keane for daring to voice his support for climate action and linking bmthese bushfires to climate change https://t.co/5dkOjO1rzm,Ambiguous
Can’t trust peole@ #ClimateChange https://t.co/i6SSvItc79,Ambiguous
They predicted plenty of rain at the Adelaide Oval today but it didn’t come. I guess that means #ClimateChange is a hoax. 🙄,Against
Pelosi Flies Dems to Spain on Taxpayers&amp;#8217; Dime To Say &amp;#8216;We&amp;#8217;re Still In&amp;#8217; Climate Change Fight https://t.co/gN7Nwzbhvs,Favor
#WeatherWarfare: Millions more face flooding risk as Greenland's ice melt gathers pace - The Times https://t.co/uJgjXHLtdy - Met-A-Nature #Weather #News procured by #HNG - https://t.co/A99ToktSOE @GoogleNews #Luton #ExtinctionRebellion #ClimateAction #XYZ https://t.co/rG1SfBGzst,Favor
"OUR COUNTRY does not need to go SOCIALIST in order to make incremental changes, if needed to fight CLIMATE CHANGE

Thats the basic problem. CLIMATE CHANGERS argue they need to control ALL OUR MONEY to decide what to do about this unproven theory",Against
"I've seen the #math time &amp; time again.
We do not have an #OverPopulation problem.
We could live in few mega cities or one country if we wanted to.
If we want to deal with #ClimateChange we need to change the cost/benefits for certain behaviour.
That's why #ISupportYang.
#YangGang",Favor
"Did you know that if the world's #BlueCarbon systems would be restored to their 1990 state, they would sequester 274 million tons more carbon annually? @nature_org #ClimateChange #TimeForAction
https://t.co/aB2tAAiUIz",Favor
When Will Oregon Address Climate Change? - https://t.co/iVKp5LbBiZ,Favor
"@icao All I did was point out that @icao is lying when it says it is ""delivering robust #climateaction"".

And that CORSIA is an offsetting scheme that is cap-and-trade without the cap.",Favor
"@Reprobate24 @ALANGRA47094120 Well with the climate change hysteria, I'm sure we'll all be voluntarily giving up our cars!!! Empty roads ahead... 😉",Against
"@stuartpalley @piper_322 I think the issue is that although no intelligent person adheres to the idea that A) current Climate Change is not a thing, &amp; B) current Climate Change isn’t at least partly caused by human activity but also people like Eric Holthaus are cringeworthy in their hyperbolic comments.",Favor
We now have a State run MSM.  Hamish McDonald stated that they have been ordered to not use the words climate change or to talk about it.  Another “security issue”?    Now we have court cases held in secret.  MSM State run.  Judiciary State run.  Government plutocracy. Elections? https://t.co/eZrCwO4Irq,Favor
Its probably a good idea to reafforest all of #Scotland on a grand scale. :) #ClimateChange #ClimateEmergency,Favor
"@martinvars EXACTLY !!

We must focus on pollution.

There is no discussion there.

It's a problem just as big as climate change and it's hurting us right now.",Favor
Acoustic enrichment to repopulate a coral reef - controlled study of the crackle of snapping shrimp and the whoops and grunts of fish to attrack. Or tackle #ClimateChange and over fishing 🤔 https://t.co/7lcnw0IltZ,Favor
"Global electricity generation from #coal will see a record decline this year, whilst good news for #climatechange, the bad news is seaborne coal volumes are likely to rise after three static years and #China will #mine more. https://t.co/tfsrNgJ0kO",Favor
"In case you missed this: 

Greta Thunberg Named Time's Person Of The Year For 2019

The climate change activist was described by Time's editor-in-chief as ""​the biggest voice on the biggest issue facing the planet this year."" https://t.co/voJJxtlyoB",Favor
"Climate change threatens water resources for 1.9 billion people, study reveals https://t.co/i9gSJlfKqW

@JustinTrudeau PUMP ALL THE OIL!!!
@theJagmeetSingh @ElizabethMay",Favor
"Here's why....

Why climate change is an irrelevance, economic growth is a myth and sustainability is forty years too late

https://t.co/cKcKcA9wxH https://t.co/GRqpRgQoNm",Against
"@greensinspa This government gets all the advice it needs, via Scomo, from the Pentecostal doctrine.
He doesn't want action on climate change, in case it's the start of the Rapture. 
All you impoverished non-believers get in the bin!",Favor
Climate activist @GretaThunberg is Time Magazine's 'Person of the Year'; 'Sweeping' changes underway in the Arctic; Extreme weather brings risk of global food crisis; Exxon wins NY climate securities fraud case... in our latest @GreenNewsReport LISTEN: https://t.co/o9Pb5DCtcA https://t.co/6qj8SRLl9E,Favor
Insight #9 in new publication by @FutureEarth &amp; @TheEarthLeague: Equity &amp; equality are pivotal to successful climate change mitigation &amp; adaption. @COP25CL #COP25 https://t.co/6kKqBo0bZw,Favor
Is it okay to call the people that beat up Brother Nature Global Warming ?,Ambiguous
"Karma.... she's a watching....

https://t.co/7LiNY9IZ5i

#ClimateChange #GoVegan #Vegan",Ambiguous
"@JoeBiden I’m proud @realDonaldTrump has decided to pursue nuclear proliferation over climate change as a priority

I hear @GretaThunberg has an opening on her skiff that she is sailing on

Might beat that foul fume belching “No Malarkey” bus you’ve been riding",Against
"#EducationCannotWait for any child. 
Please RT if you agree! 

@EduCannotWait: the first global multilateral fund dedicated to education in emergencies for children in war zones, forced displacement, natural disasters, #climatechange impacts &amp; protracted crises. @un pic:@unicef https://t.co/ThvGEeiRLY",Favor
Speaking with various governmental delegates and observer organizations @COP25CL -  Important to note: The US absence at the Summit is not unnoticed as other countries are now poised to do more because of our lack of commitment #itsourfuture #timeforaction #climateaction https://t.co/NyItQ56GLO,Favor
"Good wishes and Respect to everyone in the World

Dear People, friends, brothers and sisters

Everything is Possible

Two Very important problems we should want to solve is 

#ClimateChange and #ViolenceAgainstGirlsAndWomen

It should be done and it is also possible.",Favor
"Starting now on the EIB-Benelux Pavilion: a side-event in the impact of climate change on the financial system risk management

Join us to discover the perspective of @EIB @bbva @BNPParibas @AFD_en @BankofAmerica https://t.co/2MSavOHTrZ",Favor
"the battle to keep our sparkling islands clean is not one we can win by ourselves alone, instead only in concert&amp;shared community with the world"". @SeyCCAT @UNDPSeychelles #SDG13 #SDG14 #SDG17 #plasticpollution #ClimateCrisis #ClimateAction",Favor
"@allentien WE'VE all but destroyed the rain forests!  Huge source of OXYGEN!   The great barrier reef!  The health of the oceans!  Forget, Global warming!  None of that is nature changing itself!  Quite the opposite.",Favor
"Picturesque An Giang rice field. Be noted that #AnGiang is under a lot of stress due to #climatechange, #salination, #Mekong water security challenges. This beauty may go vanished not in distant future. https://t.co/t2ZjJTUdv8",Favor
"@RSPOtweets
Roundtable on Sustainable Palm Oil (RSPO)
#YouthforSustainability #ClimateAction https://t.co/FIC1AuEcyM",Favor
"@IchobanSlidid @Puchita97 @Sustainable2050 @GretaThunberg @CopernicusECMWF The authors hypothesize that global warming could perturb the polar vortex in a manner that renders the flow around it more wavy, leading to an increased incidence of both extreme warmth and extreme cold in temperate latitudes.",Favor
"What can we expect from the Climate Summit?

Do you think they will take measures to progressively decrease the use of fossil fuels?

Once upon a smoke-free country.

https://t.co/TyZQkuvx2L

#ClimateAction 
#ClimateEmergency 
#gretathumberg
#Cop25Madrid2019 https://t.co/Z25FNSGP66",Favor
A brief look at the future for climate change deniers :) https://t.co/HLs4ZbQIsC,Ambiguous
"tl;dr
Between endless war and climate change already destroying the earth, this is literally the most important political moment of our lives. Electoral politics isn't the be all end all, but it's importance shouldn't be understated when we got real niggas running for office.",Favor
Lol lol. It is amazing how many stupid individuals fear Greta for knowing the facts and speaking about them on Climate Change https://t.co/gcU5Svf1iR,Favor
"This mathematical model can predict climate change!!

Via @Seeker

#math #Mathematics #modelling #tech #Engineering #Data #STEM  #Analytics #Algorithms #AI #ML #DL #NLP #ClimateChange #climate #modeling #vegitation https://t.co/pjp02O8nv8",Favor
@TheFacelessSpin 30 years at least since science has been actively warning about climate change. And that’s been kind. First Scientific publications were as far back as 1901.,Favor
"Earlier this week with sister @JosefaSacko #AU Commissioner of Agriculture n Rural Dev. Discussed preparations 4 Feb 2020 Summit, operationalizing outcomes of the last STC, African position on #ClimateChange n an important @_AfricanUnion report on Disaster Risk Reduction #DRR https://t.co/C6ZvlM4WRi",Favor
"@telefontelaviv @The_Garan I’ve been following politics for the past 15 years &amp; she’s been in office the whole time. Pelosi is an Open Borders, World Communist. Global warming, higher taxes We are all going to die if we don’t let the Gov pass a 93 trillion dollar Green New Deal Bill!",Favor
"While nutrient run-off has been known for decades, researchers say that climate change is making the lack of oxygen worse.
Around 700 ocean sites are now suffering from low oxygen, compared with 45 in the 1960s.... https://t.co/r8KDWNFL3k",Favor
Climate change has made the world's deadliest lake way more dangerous - CNET https://t.co/dDd0gyJYkd,Favor
"Good ONYA PM @ScottMorrisonMP you sold us out 😢

#ClimateEmergencyHoax #GlobalWarmingNonsense 
@quelineruby64 @Lazza69676222 

Scott Morrison concedes climate change contributing to bushfire crisis, but rejects damning report  https://t.co/Xqs2QFU5ai",Favor
@charlotteh71 He is not interested in global warming is he?,Ambiguous
"@EsperDoD #Military/ind. complex expanding arms race into space. We know what this is about, satellite &amp; anti-satellite weapons, cyber weapons, nuclear weapons in space, etc.  DoD/nearly 1000B in waste prod., many times the amount of competitors.  Absurd, Evil &amp; Hastens #ClimateChange https://t.co/EICzLqT69N",Favor
"Kansas City just made it free to ride the public busses! Is this a successful #ClimateAction? Will it help make transit more accessible and effective? 

@awalkerinLA wrote a great piece in @Curbed, touching on transit-oriented solutions of #ClimateJustice

https://t.co/rUPtfJ4M0T",Ambiguous
"@TIME @GretaThunberg Congratulations! This shows the power of youth definitely! Let's work together beating up global warming, as well as fighting for hong kong human's right #FightForFreedom #StandWithHongKong",Favor
"Let's talk about climate - right now 
The Herald agrees climate change, which has fuelled the fires raging across our state, is one of the biggest challenges facing Australians today  our readers want to see action.Lisa Davies, editor https://t.co/GgCMULNJOK",Favor
"If even the Secretary General of the United Nations is calling for ""transformational approach"" to #ClimateChange - basically diplomatic speak for global revolution for #SystemChange - and you're not, what is the point of you? #COP25 #COP25Madrid #ClimateBreakdown https://t.co/ss4f4NeD7W",Favor
"If you're ""impartial"" about racism - you're for racism. If you're impartial about poverty - then you're for poverty. If you're ""impartial"" about global warming you're part of the problem. F**k the 'impartial' @BBC @franunsworth  https://t.co/JrFH8JbNQ2",Favor
"@UKFIRES Hello, I lead on developing a support offer from @LGAcomms for local authorities who want to fight #climatechange and leaders in their areas on this issue. How are you planning on engaging with councils to ensure that change is delivered at a local level?",Favor
"@J_wilsxn @jymetcalf @SebGorka @GretaThunberg You are on the fence with Climate Change? As in you don’t believe in Science or you just choose to ignore facts and data? You should be far more concerned with oil, gas, plastics, etc. placing profits over planet than a 16 who stands up against them.",Favor
