text,label
"Targeted car ac- quisitions aim to tap growth opportunities, complementing the fleet of privately owned railcars that traverse CN’s network.",no
– There is no substantive change to other terms and conditions of the lease.,no
We have in place a Resource Use and Waste Management Technical Standard and the supporting guidance notes which augment us to mitigate the environmental impacts of our products and process.,yes
Main reconstruction works on Electric Precipitators 1 and 2 of Sintering Kiln 1 at AGK were completed:,no
"In order to recognize business opportunities with positive environmental and social impact, in 2015 we created a working group within the sustainability department fully dedicated to developing and evaluating the feasibility of this new business.",yes
So I don't think we're where we were back in 2007.,no
"So far with the spring/summer orders -- I'm talking about the wholesale business right now, the spring/summer, we were about 3 quarters of the way through that market.",no
The proprietary design criteria used by ITP Aero is expected to result in a component weight reduction of up to 40% as well as generating significant cost savings.,no
Strategy Our climate change strategy is a key component of our wider ESG strategy.,yes
Our goal is to sustain gross margins consistent with our long-term goal.,no
With them it is intended to improve the management of the water resources and contribute to the reforestation of the different areas.,yes
Russia Statoil has a 30% share in the Kharyaga oil field onshore in the Timan Pechora basin in north-west Russia.,no
"When I joined the company, I think it was less than $1 million in sales, and it's substantially more than that now.",no
Emissions from flights are included in the figure for emis- sions from our own operations.,no
Due to the acquisition of ECR and associated significant change in office footprint and consolidation of office locations that is underway we have not set a new energy reduction target but we continue to reduce our emissions.,yes
"At Drax Power Station, two converted biomass units are now running fully on the bespoke receipt, storage and distribution systems that entered service at the end of 2013.",no
"In areas in which the sun or wind is not abundant, electric generators must construct large natural gas-fired combined-cycle stations, such as our own Warren County plant.",no
"Through this process we aim to evolve into a corporate group that is strongly competitive on the global stage, and realize a quantum leap in growth.",no
"These new coolers use either CO or HC (hydrocarbon) as refrigerant agents, which have zero global warming potential, and are also 57% more energy-efficient than conventional coolers.",yes
"During 2015, AES El Salvador began operations of a AES Moncagua, a 2.5 MW solar facility located in the East of the country, which is fully contracted with EEO.",no
"So our strategy is continue to manage that very low-cost, high-access transportation portfolio and continue to develop and invest in there, in line with our capital allocation strategy of highest economics.",no
"Energy companies will become competent and reliable partners who handle these tasks for customers, citizens and local authorities.",no
Some businesses already use internal carbon pricing to evaluate the impact of mandatory carbon prices on their operations and as a tool to identify potential climate risks June 2019 and revenue opportunities.,no
"However, there is a limit to the amount of non-PID dividend we can pay as we are required to distribute 90% of our earnings (calculated on a tax basis) as a PID.",no
I was just going to add that basically all of the initiatives we have are focused on improving GMS and improving GMS through repeat frequency.,no
"In the Interior Décor Materials Business, revenues declined overall, despite higher revenues from original brand products with outstanding design, workability, and environment friendliness, such as 101 Ecosheet decorative sheets and the incombustible aluminum product Fortina®.",no
"But at the same time, we've continued to build our organic pipeline and work through that.",no
Now it's down to a combined $180 billion or something like that.,no
"Finally, in order for Ricoh Group to survive permanently, we need to continue to provide society with new customer values while adapting to environmental changes.",yes
"PROGRESS We have clear environmental, energy and climate change policies in place and are on track to meet our policy commitments.",yes
"40% of investments subscribed directly by ERAFP finance renewable energy projects, the development of which is necessary for the transition to a low-carbon economy.",yes
I would say that our pipeline for the third quarter looks as good to slightly better than it is going down -- going into the second quarter.,no
And it's a sliding scale as far as how much of their principle they get to put toward the purchase.,no
"Meanwhile, the Company took on the project of parceling a residence hotel, a revenue-type real estate product adopted to the low-interest rate environment, and transformed it into a loan-type land trust, thereby completing the project ahead of schedule.",no
"The previous joint development agreement with biotech company Solazyme has been expanded to provide for funded development leading towards a multi-year supply agreement targeting annual supply of up to 10,000 tons of renewable Tailored™ algal oils.",yes
What we have done is continue to have healthy participation across the rate spectrum between the maker and the taker side.,no
"Again, we point to a study like Magellan when you see 7 fatal bleeds versus 1.",no
"To mitigate our direct impact on global warming, we have started a group-wide programme to reduce our own environmental footprint.",yes
"Solvay’s Corporate Sustainable Development function defines and deploys Solvay ONE Planet, consolidates Solvay Way selfassessments, presents the results to the Board of Directors and the Executive Committee, and trains the Board of Directors on sustainability matters.",yes
"So our plan is to import goods for the U.S. mostly in Q2 of next year, which hopefully will be completely tax free, even not the 10%.",no
"2017-399 of March 27, 2017 on the Duty of Care, is outlined in section 2.5 “Duty of care plan”.",no
Leasing discussions on our committed pipeline are progressing and we are under offer on all of the office space at our proposed redevelopment of 1 Triton Square.,no
"I think my view was that, that would not be all that significant.",no
An early analysis of carbon and water in our supply chain revealed that most of our environmental impacts arise from fuel suppliers and in particular our natural gas supply.,no
So we'll get bumps from quarter to quarter based on just some project business relative to that.,no
"ComEd, continuing in that vein unless, of course, the Air Quality Enrichment program that's going on around the country leads to consistently higher weather.",no
"R&D also developed new algorithms for EDF ENRS that maximise solar power self-consumption; ▪ enhancing operational performance, whereby R&D is participating, for example, 1.",yes
"As I've said, we've increased the cost savings target for this year on a run-rate basis to $650 million.",no
"And similarly, with our focus on continuing to have cost leadership, I believe that our 48-layer will position us well next year as well.",no
Discussions between electricity producers and the Chinese authorities will lead to a definitive tariff which will apply to the 3rd generation nuclear plants with retroactive effect from the date of commercial commissioning.,no
"With that in mind, over the last 10 years, we have been working on various social agenda as a key initiative of our man- agement.",no
Eni expects that more governments will adopt similar schemes and that a growing share of the Group GHG emissions will be subject to regulation in the short to medium term.,no
"Our purpose is to fuel quality of life by delivering energy, safely and reliably.",no
"When you look at JVs, we've done 1 8 years ago, approximately, which was with Takagi, for our tankless water heaters in North America, which is going very well.",no
This was bp’s first ever offshore wind venture and marks an important step in the delivery of our strategy to rapidly grow our renewable electricity and energy portfolio.,yes
"Against this backdrop, we made good progress on our strategy, delivering strong operating performance and cost effi ciencies, as well as solid returns.",no
"Monitoring of marine mammals at the East Anglia ONE wind farm for the installation of noise mitigation measures, with the aim of preserving the marine ecosystems.",yes
Schwerpunkt unserer Aktivitäten waren 2020 die Industrietransformation in Richtung CO2armer Schlüsseltechnologien sowie die Schaffung notwendiger politischer Rahmenbedingungen zur erfolgreichen Umsetzung unserer Klimaneutralitätsstrategie.,yes
Around 60 members came together to help clean up inside the plant that was damaged by floodwater and support alternate production at other plants while also lending a hand to local residents.,no
"In 2019 93% of the woody biomass we sourced was SBP certified, an increase compared to 86% in 2018 and exceeding our target of 92% for 2019.",yes
SOCIAL ENVIRONMENT Our economic activity is closely linked with the social environment.,no
"This year -- I'll tell you, one of the challenges we've had in the last couple of years is getting our high-impact wells drilled.",no
"As we've said, 40% of the accounts went out on January 1.",no
Social acceptance of Eiffage’s activ- ities is crucial to development that can be sustained over the long term.,no
So our pursuit of solar in PSE&G is really driven by the RPS and the desire to achieve those policy-mandated targets at as low a price as possible.,no
We have treated 519 hm³ in water-stressed areas and reduced water consumption by 61% compared to 2017.,yes
"Toray achieved twice higher carrier mobility* of 36 cm2/Vs in single-walled carbon nano- tubes (CNTs) than before, which is world’s highest performance for printing-type semi- conductors.",no
"Beginning with FY19 GHG emissions, the Company commits to carbon neutrality (Scopes 1, 2, and 3) through the purchase of renewable energy and verified carbon offsets, while simultaneously working to reduce emissions from its operations and suppliers.",yes
"I mean, CapEx this year will be a little bit lower just because overall, our spend is down.",no
"Frankly, we benefited in 2011, and we're still benefiting in 2012 from a number of the cost-reduction activities that we've put in place over the past 18 months or so.",no
"And so as we look towards the second half of the year, we're assuming that the trajectory there is not going to be kind of a hockey stick in nature, it's going to be a more gradual increase.",no
"These two units will have a combined gross capacity of 1,336 MW.",no
"And as a former refiner, if I have a need for a hot tap to be done on an emergency basis or a clamp to be designed, fabricated, installed, I want the supplier to be responsive.",no
"They are perfectly matched with an upgraded IPS pod and the new DPI Aquamatic sterndrive, which bring increased comfort and maneuverability, as well as more straightforward servicing and maintenance.",no
"During the fourth quarter of 2017, OPG recorded $12 million in Other gains related to the revaluation of the ARO for the Lambton and Nanticoke generating stations in line with the current decommissioning plans and cost estimates.",no
"For a lower-carbon future, OMV will invest up to EUR 500 mn by 2025 in innovative energy solutions such as ReOil® and Co- Processing and will implement carbon efficiency measures.",yes
"Initiatives such as rainwater harvesting, recharge to groundwater and the use of treated sewage water have enabled us to achieve this distinction.",yes
The Ventika Project is comprised of two 126 megawatt (MW) wind farms with total capacity of 252MW.,no
A real carbon price – unlike the more commonly used shadow carbon price – impacts budgets and is therefore particularly effective in fostering low-carbon decision-making within the company.,yes
Ensuring a healthy planet for future generations is a key part of what Vestas does – it is Vestas’ purpose as a company and as individuals.,yes
"By 2025, we have set goals of sourcing all strategic biological raw materials from sources that are sustainably produced in this sense.",yes
"It serves our four operational wind farms in the area, along with the construction of a fifth.",no
"NGV already has interconnectors linking the UK to France, Belgium and the Netherlands and each year they power five million homes with clean energy.",yes
And one of the keys in this technology is to have a very clean environment.,yes
"If you think about what happened to us in China with the extraordinarily strong ethylene, which were based on per gram process versus carbide producers more tied to coal, we had very strong ethylene in the first quarter.",no
So we're very happy with our interest rates and our maturities.,no
"In 2019, UMC continued to invest in the Seeds of Hope to help disadvantaged school children, and is committed to cultivating four key areas, namely life education, reading, environmental protection and green energy, and basic technology talents.",yes
"We're a couple of months into that process, but we signed up with them to handle our fuel requirements throughout the country, and we believe we're going to see meaningful SG&A savings from that.",no
We can see that in how customers are responding to it and how the business overall is growing.,no
"One of them is that these need to be accretive to our ROIC plan of record by year 3, so we're very focused to make sure, even in the acquisitions, that they're growing our ROIC.",no
"Within the EpE (3), EDF also contributed to a global study on the carbon neutrality of France in 2050.",yes
"In my view, hydrogen is a critical solution to the challenges of the energy transition and clean transportation.",no
It aims to help investors and wider society gain a better understanding of how Shell is addressing the risks and opportunities of the energy transition.,no
"The 1850km cross-continental Trans-Anatolian Natural Gas Pipeline (TANAP) celebrated its grand opening, and ExxonMobil’s Hebron offshore platform entered first production.",no
"We get 2 to 5x the flash efficiency of our core competitors, which drives down cost.",no
"Coal is usually dropped into the ovens through openings in the roof, and heated by gas burning in flues in the walls between ovens within the coke oven battery.",no
The baseline emissions equal 13.3 million tonnes CO2e and includes direct emissions and indirect emissions from electricity generation (scope 1 and scope 2 emissions).,no
So I wouldn't say there's going to be any significant bleed over into the second quarter or anything in the remainder of the year.,no
"Villagers were provided 12 litre water cans for carrying potable drinking water, benefiting 6,400 persons.",no
The strategy reflects the Fund’s ambitions to contribute to a reduction of carbon emissions and sets out how we intend to expand our holdings of green bonds and other sustainable investments.,yes
"With regard to aftertreatment systems, as you know, we did get our system and -- on the 13-liter engine Navistar, approved by the EPA.",no
"Under this colloboration, the production of green hydrogen using power from NTPC’S RE plant and subsequent uses of Hydrogen in Mobility segment as well as for production of synthetic fuel is being explored.",yes
"The successful transition to a sustainable, low carbon economy that is resilient to climate change impacts and sustainably uses resources is of strategic importance to us.",yes
The coal from the USA originated almost exclusively from underground mining in the Illinois Basin and the Northern Appalachians.,no
"In addition to serving our customers with circular and sustainable products, we have taken tangible actions to reduce our environmental footprint.",yes
"And we helped each other and we found solutions like shorter routes outside of the area that not only helped us, but they helped the other railroads because they take us out of that grid and reduce the congestion.",no
It introduced ISO 14064-1 in 2016 to monitor greenhouse gas emissions and scheduled third-party certification for 2017.,no
"At the end of 2020, the price of these quotas was about €25/t CO2, and the Group expects this price to be higher than €30/t CO2 in phase 4.",no
And so we've been able to find some Tier 1 dealers in the Northwest and California that we're very excited about.,no
"Our efforts benefit the planet, as well as our business performance, as they simultaneously ensure our license to operate, reduce our environmental footprint and reduce operational costs.",yes
"But UVA, Univar value added, that's our EVA metric internally that we use operationally.",no
"In these days, our relay technologies are used in high-capacity DC relays for hybrid and electric vehicles and supporting the high demand.",no
"In Europe, too, the pace of eco- nomic growth increased despite uncertainty concerning the form of the United Kingdom’s exit from the European Union.",no
Capital funding is part of the Company’s total capitalization that is used for financing our subsidiaries and the cash held at the holding company.,no
"At the same time, desks are being equipped with advanced, energy-saving technology.",yes
"In this context, the focus will be placed on expanding renewable energies on an industrial scale.",yes
"On the demand gen side of it, I think, what I mentioned was, Jason went and met with our sellers and traveled around meeting with clients and prospects and coming through the sales pipeline.",no
"The €285 million design, build, operate and maintain contract was agreed in November 2014 with Neoen, a French renewable energy producer.",no
The increase is predominantly attributable to the hydropower plant shares acquired in Germany in April 2013 and to higher generation from annual storage power plants.,no
"Our underwriting policy enables Tokio Marine to further support the low-carbon transition while effectively managing risk, serving our clients and aligning with the priorities and plans codified within Japan’s energy policies.",yes
We've got plenty of capital to do that and we think that sets us apart from some of our more aggressively capitalized peers.,no
"Had we been raising forward in Japan, perhaps, we could could've given a range that was a little bit higher.",no
"And pretty much across the board, they are working with us to help us improve this environment.",no
"I will say, and of course, everyone’s familiar with this, we are seeing many people in retail this first half of this year seeing good results online.",no
"So I gave a long answer, but it was a big question, but it was a long answer.",no
Our Performance Excellence program generates greater efficiency and cost reduction through sharing of best practices and has delivered a 1.1% improvement in operating EBITA margin.,no
"In December 2017, Desjardins Group announced the introduction of four management practices aimed at strengthening environmental risk mitigation in the short term and making reduction of Desjardins’s carbon footprint a reality:",yes
Emission reductions are subtracted from gross Scope 1 to 3 emissions to achieve a net carbon inventory.,no
"That is -- and especially in EcoPower, our own brand, we're pushing that heavily.",no
The Bank also scored 100 out of 100 in the CDP Climate Our Group climate strategy continues to focus on further reduc- ing our environmental footprint.,yes
"The enclosed mall portion was expanded in 1986 under our ownership, and in 2006 we completely transformed the property into an open-air retail location.",no
"In order to support the development of Taiwan’s renewable energy, FENC has begun to purchase green power since 2015.",yes
"28 Achieving this goal will entail stepping up our sales of gas, renewables such as biofuels, power, and petrochemicals.",no
"What’s more, we've cut our carbon footprint in half in recent years;",yes
"TSE will continue to follow up on the progress of efforts on the revised CG Code, and will also continue to work on the necessary development of the market environment.",no
"To further minimize our carbon footprint, we continue our efforts to replace clinker with alterna- tive cementitious materials and to increase our power consumption from clean energy sources.",yes
"The issue really gets critical when you are going to average -- I've got to get my math right here, but I'll make it simple.",no
"Intesa Sanpaolo Bank (Slovenia) once again eliminated its emissions this year by purchasing all its energy from hydroelectric sources, while Privredna Banka Zagreb (Croatia) purchases around 60% of its electricity from renewable sources and Intesa Sanpaolo Bank Luxembourg 22%.",yes
"Business environment: Demand for new, high-efficiency technology will expand as multiplex IT systems in response to natural disaster BCPs will result in increased energy consumption.",no
"Besides the greenhouse gases of natural origin, the main greenhouse gases produced by humankind are carbon dioxide, methane, chlorofluorocarbons and nitrogen oxides.",no
The bypass rail connection that the port is building will improve that.,no
"About Board Committees Allocation of responsibilities between Board Committees The BRiC assists the Board by providing oversight of Macquarie’s risk management framework and advising the Board on Macquarie’s risk appetite, risk culture and risk management strategy.",no
"And with the Kensington plant coming on, we've got adequate capacity that will continue to be ramping up there.",no
The product portfolio is one of three cornerstones in Volvo Buses’ electromo- bility strategy.,no
"Another 100,000 children below 6 years were reached through our pre-school initiatives.",no
"Denka’s ceramics-based electronic circuit substrates are made using nitride ceramic powder manufactured in a high-temperature environment at 2,000ºC and boast such features as high-heat conductivity, electric insulation, smaller thermal expansion and superior toughness.",no
"Our business in this region, including the Sakhalin-1 Project, the oil and gas development business in Eastern Siberia, and the construction of an ethylene plant, are proceeding favorably.",no
"First of all, there are annual what I would think of as inflation-related clauses on both the revenue side and on the reverse retransmission side.",no
"Through these means, and by taking the initiative to self-check the status of environmental management, every effort is being made to further improve management levels. • “",yes
"Positive-energy secondary school In the context of the project to restructure the Montjoie development area in Saint- Denis, teams from Eiffage Construction broke ground, in March 2015, on a positive- energy secondary school that will serve 1,240 students.",no
"Basically, the way we're looking at things, it all stars around capital, what we define as our capital levels.",no
"So to date, it's been relatively around that devaluation currency and the slight tick, as Dave mentioned before, in freight type things.",no
The ship will have fuel tank dedicated for heavy fuel oil tanks as well as distillates and LNG tanks.,no
We are investigating setting further science-based emission reduction targets in the future.,yes
"And so we spent a significant amount of energy in that area, and it's a key part of our strategy going forward.",no
I'm not expecting any dramatic changes in the working capital accounts though right now.,no
"Our air quality protection standard is designed to prevent breaches under normal and worst-case weather conditions, with the focus on controlling and monitoring our air emissions at their source and understanding impacts on local airsheds.",no
But our free cash flow is -- will be strong and we expect to be able to make sizable debt reductions on the term loan.,no
"The Group has therefore built its sustainability approach on four areas of action: – the integration of climate into its strategy, because energy production and consumption are intrinsically linked to the challenge of climate change.",yes
"The challenging markets in Brazil, China, Switzerland, Indonesia, Iraq and the lower gains from CO2 sales of CHF 70 million could not be compensated by an overall effort on implementing price increases and reducing costs.",no
"In turn, our transfer of suburban diesel trains to enhance capacity in Bristol and the West Country is ongoing.",no
"We have over 150 airline customers around the world, we have a global sales force, we can offer content in 47 languages.",no
"If exchange or market prices are unavailable for consideration, fair values are derived from market prices for comparable assets or comparable transactions.",no
"Despite a drop in depreciation and noncurrent retirement costs as well as other expenses, this upswing mainly reflected higher fuel and purchased power costs due to a higher power volume of renew- able energy sourced electricity.",no
"We plan to fulfill these by promoting long-term measures centered on conserving over 1.3% of energy use a year, converting fuel sources, and introducing reusable energy.",yes
"The A350 XWB features a wider fuselage than that of competing new generation aircraft, Rolls-Royce Trent XWB engines, A380 systems technology and over 50% composite material.",no
"Apart from above, APMuL has evaluated the factors based on which the future cash flow projections have been prepared for computing the recoverable amount / value in use of its Mundra power generation plants of 4620 MW capacity.",no
The move towards a low carbon economy has the potential to drive significant change.,no
CO2 emissions from ground operations The CO2 emissions from the ground operations include all scope 1 and 2 emissions at locations in France and the Netherlands.,no
"In June 2018, Meidensha pledged to reduce greenhouse gas emissions by 30% by FY2030 (compared to FY2017 levels) and as part of the the First Meiden Environmental Vision and we are promoting reduction of environmental impact.",yes
The amendments to IFRS 4 permit entities that predominantly undertake insurance activities the option to defer the effective date of IFRS 9 until 1 January 2021.,no
"The project involves the design, engineering and construction of a 95 kilotonnes per day (ktpd) concentrator and the outsourcing of a 1,000 litre per second desalination plant, creating up to 5,000 jobs during the construction phase.",no
"By actively addressing climate change, we can increase and preserve economic value.",no
"Yes, it will be small, but you actually will get the benefit.",no
We were generating horsepower of about 2250 when you have a 2500 engine and transmission and it's in the 2100 on a Tier 4 engine.,no
I think it was time for Airdyne to return to that space.,no
"The reductions in travel indicators ranging from 30.5 % to 64.6 % (2019: 8.9 %to 26.7 %) are mostly the result of COVID-19 restrictions, and also partly a continuing disciplined approach to travel.",no
"In June 2012, the EPA approved the Minnesota SIP for EGUs and also approved the source-specific emission limits for Sherco Units 1 and 2 as strengthening the Minnesota SIP, but avoided characterizing them as BART limits.",no
CLP began the rollout of a cloud-based analytics platform for renewable energy assets in Mainland China and India in 2019.,no
"I think on the sort of the grocery side and we talked about broad-based, it's very -- very modest inflation that we're continuing to see.",no
Our Comprimo Sulfur Solutions® is a significant technology for gas treatment and sulfur recovery plants around the world.,no
"The Company's S-in Motion® projects for Hybrid vehicles, Battery Electric Vehicles (""BEVs"") and battery packs are now available for roll out to customers.",no
"And as I mentioned on this call before, the company would likely and/or its own self build options for both renewable resources as well as capacity energy resources.",no
They also endorsed our new TAKE2 Climate Change Pledge and updates to our Environment and Climate Change Policy.,yes
"» Several projects are seeking to increase the proportion of hydrogen injection in the blast furnace, as a substitute for a proportion of the injected coal.",no
The Vision One has a battery capacity of 300 kWh and a range of up to 350 kilo- meters.,no
Recyclability Recycling in Vestas’ production and recycling of components in decom- missioned wind turbines are other important ways to improve CO2 efficiency.,yes
30 Symrise has a clear plan of action for climate protection.,yes
"Most of -- almost all of the exposure in the energy sector is to investment-grade names, so a lot of integrated firms.",no
19 BlackRock is committed to partnering with our clients on their efforts to align their portfolios with the global ambitions to reach net zero emissions by 2050.,yes
Including emissions resulting from the electricity purchased and used by the company and other emissions that are the consequence of company activities but which are produced by sources that are neither owned nor controlled by the company .,no
"First, we made good on our pledge to be active stewards of the environment – exceeding our greenhouse gas, water use and waste reduction goals.",yes
It includes continued cost takeout efforts we have inside of the company as well as our expectation that we can take out 10% of our interconnection.,no
"On request, they must also present documentation attesting to their ongoing compliance with the social and environmental obligations they have undertaken, as well as the compliance of any subcontractors.",no
"Well, if you look at the industry operating rate, the most recent one that was announced was 92%, which was announced for the month of March.",no
"Now Corpus has active plans to dredging and adding buoys and things like that, that are going to grow export capacity over to 1 million barrels a day by 2022, late 2021.",no
"7 • the quality, geographic location, physical characteristics and operating sustainability of our properties; •",no
"We do this through our three sustainability pillars: responsible banking, responsible business practices and creating social impact.",no
The introduction and implementation of the energy management systems is steered by a global working group.,no
We are the one of the only ones that go out there and we believe we have capable food because we make everything from scratch.,no
The Bank also coordinated with local governments during liquidation and screening of debts as well as the replacement of loans to LGFVs with bonds.,no
We want to create an environment where our partners can be successful in professional services.,no
"The first theme the Group will test this new approach with is climate-related, and more specifically focused on the issue of energy mix in the power generation sector.",no
"Furthermore, with regard to waste plastics, we have achieved a recycling rate of approximately 97.6%, minimizing simple incineration and landfilling by producing RPF for thermal recycling. *",yes
"We're making the transition from strictly gas to oil, and along the way, we need to sell some of the assets that we developed.",no
"Overall, based on the work completed, Barrick continues to build resilience to withstand the potential impacts of climate change and leverage potential opportunities as the global economy transitions to a low-carbon future.",no
"The Corporate Responsibility principle is to guarantee sustainable growth for the company and ensuring our daily actions enhance environmental, social and governance aspects related to our operations.",yes
"In ascertaining the feasibility of such projects, we are examining not only how the projects contribute to increasing revenue but also realizing a low carbon society.",yes
"Through this strong and decisive commitment, we want to be the partner of choice for our clients, helping them address their own environmental challenges as we develop our business.",no
We're still committed to it strategically and we're still committed to it from an acquisition standpoint.,no
These emissions contribute to global climate change and the associated impacts on the environment and society.,no
"The use of slag helps to conserve limestone, a natural resource used in cement, and provides the environmental benefit of lowering CO2 emissions by around 40%* compared with concrete made entirely from cement.",yes
"Since KLP ruled out investment in coal in 2014, more than 70 coal companies have been excluded from the investments, while at the same time NOK 1.5 billion is earmarked for in- vestment in renewable energy in developing countries.",yes
"High-speed Internet subscriber net activations increased by 22.7% in 2018, compared to 2017, driven by increased retail activations in our expanded FTTP footprint, richer retail offers, greater IPTV pull-through and higher activations in our business markets.",no
Stabilized Development Properties – includes the results generated by the following:,no
Refer also to the Portfolio Review at section 1.5 for additional analysis of AGL’s electricity and gas portfolios.,no
Technologies That Maintain Cleanliness and Comfort The TOTO Group has refined its manufacturing technology over the last one hundred years.,no
"Taking advantage of this environment as the foundation for developing our services, Econecol Inc. will be proactively engaged in the reuse business.",no
"Their projects will impact millions of lives, meeting social needs in the areas of life‑saving healthcare, protection from devastating diseases, improved social mobility for low‑income workers and action to rid the world’s oceans of plastic.",yes
"Employment comp was actually up a little bit, then we were able to more than offset that with cost reductions in other areas.",no
But I think what you've seen over time is the margins in that business.,no
And I think what I would emphasize about these products versus traditional products is that what they really do is they simplify and expedite the endodontic procedure.,no
"In other French regions, Eurovia continued or completed work on several light rail lines in Nice, Saint Étienne, Caen, Bordeaux and Lyon, and upgraded a busway in Nantes to accommodate electric vehicles.",no
"The Company believes that regenerative agriculture is one way to help build a more climate-resilient world, which is why it has committed to promoting these farming practices and contributing to the transition.",yes
"AUSTRALIAN FIRST TO ACHIEVE LIVING BUILDING STATUS CASE STUDY The University of Wollongong’s Sustainable Building Research Centre showcases the future of green building design, achieving Living Building Status this year.",yes
"It's a solid high single-digit, so -- and again, it's coming off a big number last year.",no
"To that end, we continue to think hard about our role in society – ensuring that we are acting responsibly and making positive contributions to our people, places and communities.",no
"Environmental and Social Benefits Technologies are often installed at public sector properties (e.g., residential, healthcare, elderly care) and at energy- intensive industrial facilities.",no
"In addition to the implementation of various other measures, we use alternative raw materials and fuels to reduce significantly CO2 emissions.",yes
"With his mandate, the Group is involved in meaningful welfare driven activities that distinctively impact the quality of life of weaker sections of society.",no
"Our Forest We are responsible for over 200,000 hectares of planted forests and conservation areas distributed over our own and leased farmlands for the supply of our wood panel plants.",no
"We have developed a long-term plan to fully integrate sustainability into our business strategy focusing on the sustainability topics where Nordea can have a material impact, either through reducing our negative impact or increasing our positive impact.",yes
"We are committed to doing our part to enable the transition to the low carbon economy, in alignment with Canada’s commitments to reduce GHGs 30% by 2030 over 2015 levels.",yes
This decrease is attributable to the implementation of (i) measures to improve the energy performance of the Campus and of (ii) an energy management system connected to the technical management of the building since November 2014.,no
"As we mentioned on the call and as you just alluded to, we're going to be taking a number of actions to align spending with this rate case outcome.",no
"We are, at the same time, we were reducing our debt and so we think that was important in this environment.",no
"A NEW GENERATION OF BIODEGRADABLE SHAMPOOS To reduce the environmental footprint of products that consumers rinse off (1), one of the avenues L’Oréal Research and Innovation is exploring is how to improve their biodegradability.",yes
I do think it was a tough compare coming off of last year.,no
"Moreover, it intends to make the most of its high-efficiency and low carbon thermal power plants alongside renewable means of generation.",no
"With respect to climate change opportunities in the United States, there's no doubt, in the drought areas, we've had great opportunities with respect to water supply.",no
"Strategy Our strategy is to promote the success of the Group for the benefit of our shareholders, customers and other stakeholders through our focus on water and sewerage services, recycling, renewable energy and waste management.",yes
"I think we need to understand why and make sure that, that doesn't happen again.",no
I think the key thing is we are seeing increased demand.,no
They want to put their energy behind us and help accelerate those migrations to their platforms as well.,no
"Together, they delivered the energy the world needs, and positioned the company for the future.",no
We also raised $418 million for the IFC Catalyst Fund — managed by IFC Asset Management Company — which invests in funds that support companies developing innovative ways to address climate change.,yes
We said that we're focused on growing organically our mix of oil and NGL as a percentage of our total production.,no
"Once again, I mean, we'll be doing that in a very systematic way and within our CapEx plans.",no
"During the course of the year, we'll conduct, as Stu mentioned, more cost reductions, and we expect the aggregate of those dis-synergies to be $50 million, not to exceed $50 million for the 2 companies.",no
"Well, I think, there -- certainly, it's a unique competitive environment in that I've mentioned there certainly are a handful of over-the-top folks that have been in the market in a relatively short period of time.",no
"So I don't know really what's happening in other companies and other approaches, but if you look across the board at NetSuite geographically, vertically and by market segment, mid-market and enterprise, it was strong across the board.",no
"Because you also -- sorry, you mentioned Dual Fuel and e-frac, certainly ESG is a big target of our efforts, right?",no
Environmental data contributors are required to gather all the relevant data into a dedicated reporting tool.,no
It was an office building constructed with a moderately sized data center component connected to it.,no
Direct CO2 emissions are determined mainly by the usage of fossil fuel power plants.,no
The method used for these impairment tests is consistent with that employed by the Group for the valuation of companies acquired in business combinations or acquisitions of equity interests.,no
"For gas, as you just saw the recent update on our energy outlook, we got gas growing about 1.6% per year.",no
"Myrtle Beach has a number of different sales centers, but really it was that market primarily that was impacted.",no
"And right now, I mean, these -- the gas taxes, the diesel taxes, the registration fee as a loan raised over $3 billion a year, all that will start taking place in November of this year.",no
Our commitment to source 100% of our palm oil from sustainable sources is helping to avoid emissions from deforestation (see pages 14 and 47).,yes
"For the most part, expenditure windfalls are used to repay the national debt.",no
"The other thing we're going to see as I touched on is these efficiencies with the longer trains and the additional locomotives, that's going to help, and that's going to help drive down that requirement.",no
We've seen strength across the business as reflected in the numbers.,no
"At present, this outlook is uncertain, but South Africa has signalled a reliance on carbon-intensive sectors (in lieu of previously planned renewables investment) for its current recovery measures9.",no
"In addition, with its level of feature such as approximately 160 tsubo of standard floor, 2,740mm ceiling height, OA floor of 60mm and individual air condi- tioning zone etc.,",no
"In our medium-term plan, our target is to reduce costs in FY2015 by ¥8.5 billion or more in com- parison with FY2012 through generating merger synergies.",no
"So the $20 million to $25 million does not include our projects with Solazyme Bunge renewable oils in Moema, nor the Phase II facility that's being built in the North of France.",no
"In May 2016, the NYSPSC issued an order adopting a ratemaking and utility revenue framework.",no
"As mentioned in the announcement dated 19 November 2014, Krasnoyar- skaya HPP suspended the supply of electricity in the amount required by KrAZ under the contract since Octo- ber 2014.",no
New locomotive and wagon production remains on schedule with first rollingstock arriving in November 2014.,no
"Under the plan, seawater from the Red Sea will be turned into drinking water.",no
"Greenbrier's approach to the market is to find a solution for both ourselves as well as our customers, whether it's building railcars, leasing railcars or the like.",no
2100 Warming Projections Emissions and expected warming based on pledges and current policies.,no
"For the period 2013-2020, the award of free emission allowances is performed based on European benchmarks specific to each industrial segment, except for the thermoelectric sector that is not eligible for allocations for no consideration.",no
Asset classes such as alternative investment and equity assets typically generate higher fees relative to fixed income and liquidity product assets.,no
